Geneid,SRR21043407,SRR21043572,SRR21043958,SRR21043816,SRR21043814,SRR21043817
ENSG00000123505,169,142,161,99,170,100
ENSG00000162066,152,137,243,73,160,102
ENSG00000144233,86,69,114,49,64,58
ENSG00000243480,0,3,0,1,3,2
ENSG00000214174,10,7,7,7,17,10
ENSG00000153107,82,62,94,52,99,47
ENSG00000141552,24,19,21,11,30,13
ENSG00000089053,1182,902,1346,820,1147,788
ENSG00000088448,637,454,756,442,576,386
ENSG00000132466,6,14,13,8,5,7
ENSG00000215559,9,1,1,2,5,2
ENSG00000251056,37,23,46,22,36,27
ENSG00000206192,3,0,1,0,0,2
ENSG00000105186,160,109,204,118,174,88
ENSG00000196912,53,30,57,7,18,16
ENSG00000160746,93,75,119,59,82,44
ENSG00000164111,650,574,418,442,636,404
ENSG00000138279,232,346,241,145,152,153
ENSG00000166747,119,121,151,64,110,107
ENSG00000106367,938,1014,1391,507,714,582
ENSG00000183020,6,4,5,12,8,11
ENSG00000161203,14,15,24,5,13,14
ENSG00000132842,123,184,169,97,107,103
ENSG00000221838,50,43,50,22,40,32
ENSG00000011132,17,23,20,10,20,9
ENSG00000163697,218,242,193,143,186,161
ENSG00000171388,0,0,0,0,0,1
ENSG00000110244,0,0,0,0,1,1
ENSG00000239713,1,0,1,0,1,1
ENSG00000110245,0,0,0,0,0,0
ENSG00000189058,37,35,27,85,80,71
ENSG00000130203,1,0,0,0,2,1
ENSG00000184831,58,34,49,34,44,23
ENSG00000256053,458,306,371,292,447,247
ENSG00000142192,398,279,196,234,432,210
ENSG00000062725,3193,2991,2984,2002,2996,2263
ENSG00000157500,3,0,6,1,2,4
ENSG00000165272,8,12,7,8,12,18
ENSG00000086159,0,0,0,0,1,0
ENSG00000103569,0,0,0,0,0,0
ENSG00000109321,109,106,79,40,51,28
ENSG00000143761,55,61,32,31,74,52
ENSG00000004059,16,26,30,10,20,12
ENSG00000101199,157,157,166,122,165,128
ENSG00000242247,46,66,68,25,50,30
ENSG00000124198,239,257,299,123,227,165
ENSG00000132254,61,53,53,52,91,53
ENSG00000134884,339,329,185,252,282,208
ENSG00000175220,23,29,12,18,26,22
ENSG00000147256,4,0,1,0,0,0
ENSG00000196914,319,289,237,205,317,206
ENSG00000116584,36,39,19,26,24,19
ENSG00000129675,0,0,0,0,0,0
ENSG00000131089,88,73,101,44,53,49
ENSG00000054267,356,265,320,175,285,224
ENSG00000182196,419,247,295,290,466,254
ENSG00000144746,148,126,242,101,135,102
ENSG00000241553,22,28,14,6,23,20
ENSG00000162704,35,60,13,42,60,46
ENSG00000136950,275,209,324,185,212,155
ENSG00000128989,220,274,177,188,220,225
ENSG00000157399,0,0,0,0,0,0
ENSG00000104763,32,7,10,33,33,26
ENSG00000102048,30,17,20,20,31,20
ENSG00000112249,234,200,267,153,201,156
ENSG00000198356,85,72,82,76,115,63
ENSG00000066279,8,11,6,1,3,0
ENSG00000106819,1,0,4,2,2,1
ENSG00000123268,11,11,4,4,7,1
ENSG00000162772,25,19,13,4,7,7
ENSG00000169136,129,110,162,78,89,64
ENSG00000118217,76,56,54,47,58,31
ENSG00000213676,206,175,159,159,194,137
ENSG00000144848,156,156,94,137,188,148
ENSG00000138363,115,114,176,107,104,95
ENSG00000166454,199,124,97,137,158,113
ENSG00000145246,0,0,0,0,0,0
ENSG00000058063,130,120,180,73,91,63
ENSG00000143153,364,288,334,255,384,228
ENSG00000017260,299,301,475,114,244,182
ENSG00000165629,2966,1928,2802,2075,2860,1706
ENSG00000099624,81,73,119,40,63,61
ENSG00000135390,869,1009,907,676,986,646
ENSG00000154518,364,319,312,223,241,182
ENSG00000167863,1073,933,549,969,1311,850
ENSG00000169020,1458,1319,1186,1077,1396,858
ENSG00000241468,169,342,162,131,199,219
ENSG00000106246,12,6,14,12,8,3
ENSG00000241837,766,631,700,420,660,417
ENSG00000125375,29,36,38,17,30,19
ENSG00000033627,4,13,3,7,2,2
ENSG00000117410,17,11,11,8,10,10
ENSG00000185883,200,358,223,271,343,318
ENSG00000159720,859,636,877,820,1106,645
ENSG00000100554,445,286,375,319,471,273
ENSG00000066427,183,137,124,120,172,122
ENSG00000087586,39,27,54,12,18,16
ENSG00000178999,60,57,46,21,16,15
ENSG00000155096,99,51,109,47,98,63
ENSG00000166710,313,299,232,295,354,168
ENSG00000183778,48,29,50,33,43,48
ENSG00000109956,1,0,0,0,0,0
ENSG00000174684,0,1,0,0,0,0
ENSG00000086062,2,7,0,4,3,2
ENSG00000158470,8,12,9,6,5,5
ENSG00000027847,89,113,195,84,91,68
ENSG00000136881,4,2,6,2,2,1
ENSG00000186318,35,26,63,34,43,28
ENSG00000182240,12,8,8,9,8,8
ENSG00000002330,0,3,3,2,2,6
ENSG00000151929,214,250,170,204,258,211
ENSG00000204463,319,297,283,205,322,226
ENSG00000030110,3,4,3,6,9,8
ENSG00000095739,1293,1229,1157,1120,1509,1147
ENSG00000175334,111,100,81,113,143,74
ENSG00000105327,611,528,518,479,831,515
ENSG00000185825,481,509,464,277,382,259
ENSG00000105552,13,16,10,15,17,11
ENSG00000127152,25,21,31,15,16,20
ENSG00000171791,18,13,32,8,19,14
ENSG00000171552,1215,912,1238,635,985,684
ENSG00000153094,425,303,477,300,410,289
ENSG00000099968,196,201,227,123,202,148
ENSG00000129473,52,51,54,45,45,37
ENSG00000258643,47,32,29,26,33,28
ENSG00000069399,188,175,339,135,233,200
ENSG00000106635,24,27,26,13,19,11
ENSG00000161267,21,28,13,18,32,21
ENSG00000176697,0,2,1,0,0,0
ENSG00000126581,95,71,60,75,80,70
ENSG00000134107,50,51,47,42,58,47
ENSG00000015475,195,122,257,134,210,114
ENSG00000110330,40,35,50,21,33,17
ENSG00000089685,10,3,6,2,4,0
ENSG00000197299,75,62,43,17,30,24
ENSG00000108578,6,16,3,6,7,8
ENSG00000095585,269,224,295,219,315,212
ENSG00000135441,58,57,90,49,49,48
ENSG00000186222,31,13,13,13,21,21
ENSG00000106605,85,111,64,39,82,83
ENSG00000168283,881,675,645,615,981,549
ENSG00000125378,15,18,24,14,25,10
ENSG00000104765,161,251,175,119,158,125
ENSG00000261236,2,5,5,1,5,1
ENSG00000012048,3,3,3,3,2,1
ENSG00000141867,180,183,279,79,124,118
ENSG00000184992,73,64,73,36,47,27
ENSG00000172270,851,832,794,483,700,587
ENSG00000064726,1268,1013,1130,570,1019,642
ENSG00000132640,247,193,306,115,150,146
ENSG00000010671,0,0,1,0,0,0
ENSG00000186470,2,1,0,0,0,1
ENSG00000156970,11,17,23,6,6,10
ENSG00000112578,85,93,60,44,73,49
ENSG00000136261,173,140,129,92,124,74
,6242,6370,4569,4011,5835,4502
ENSG00000166275,143,131,145,98,153,114
ENSG00000175573,27,33,23,11,21,24
ENSG00000151135,81,79,67,34,72,45
ENSG00000133641,2,2,1,1,1,0
ENSG00000078237,745,605,686,531,692,451
ENSG00000111678,120,90,95,78,104,65
ENSG00000179933,476,372,436,302,395,239
ENSG00000170270,11,15,15,8,5,16
ENSG00000087302,1207,1021,1182,768,1044,716
ENSG00000070761,51,84,42,35,62,49
ENSG00000177576,282,260,230,231,337,225
ENSG00000214212,7,3,2,3,5,3
ENSG00000123144,814,774,441,642,803,573
ENSG00000183019,0,0,0,0,0,0
ENSG00000174917,5,13,3,2,2,4
ENSG00000221916,19,17,18,10,16,8
ENSG00000197223,8,24,15,10,13,11
ENSG00000143633,176,178,132,131,238,143
ENSG00000143612,1078,1147,847,679,1076,778
ENSG00000173372,0,0,0,0,0,0
ENSG00000159403,0,0,0,0,2,1
ENSG00000243649,15,16,18,12,17,5
ENSG00000157617,14,5,17,5,14,6
ENSG00000172375,5,4,1,1,1,6
ENSG00000111731,134,105,167,63,104,73
ENSG00000186825,0,0,1,0,0,0
ENSG00000186132,12,20,26,9,18,17
ENSG00000125730,1,1,1,0,0,0
ENSG00000106804,14,11,13,8,8,4
ENSG00000185127,222,154,198,163,211,118
ENSG00000204387,1021,1007,1092,684,1021,639
ENSG00000112308,871,748,907,608,834,571
ENSG00000185955,0,1,0,1,6,0
ENSG00000074410,439,365,513,181,264,180
ENSG00000104267,48,47,31,25,39,26
ENSG00000107159,0,1,0,0,0,0
ENSG00000135932,443,547,458,376,551,373
ENSG00000196557,266,237,210,144,197,229
ENSG00000007402,2,2,6,4,9,2
ENSG00000116161,33,24,16,18,38,22
ENSG00000198668,79,94,59,75,103,61
ENSG00000143933,248,257,178,169,229,160
ENSG00000160014,5,4,4,4,0,3
ENSG00000179218,1215,1735,650,693,885,655
ENSG00000128595,10,4,17,7,14,5
ENSG00000070808,0,0,0,1,0,0
ENSG00000118200,330,275,335,147,239,175
ENSG00000171302,67,29,45,19,51,42
ENSG00000014216,112,85,80,75,131,89
ENSG00000126247,419,371,455,334,462,359
ENSG00000108349,3,5,6,6,2,6
ENSG00000147044,107,102,109,85,114,63
ENSG00000137752,0,0,0,0,0,0
ENSG00000003400,0,0,1,2,1,0
ENSG00000106144,187,130,211,79,122,102
ENSG00000164305,39,18,30,26,23,16
ENSG00000165806,132,119,111,54,94,63
ENSG00000064012,113,161,98,89,93,77
ENSG00000132906,36,41,33,44,34,35
ENSG00000121691,94,65,79,61,82,51
ENSG00000114423,76,64,56,56,59,53
ENSG00000159228,211,215,250,159,195,176
ENSG00000159231,22,18,31,20,23,8
ENSG00000172785,1205,1180,1002,790,1060,814
ENSG00000183741,511,429,411,375,591,464
ENSG00000181378,0,0,1,0,0,0
ENSG00000103021,9,5,6,7,8,5
ENSG00000104957,15,16,11,11,18,10
ENSG00000165813,0,0,0,0,0,0
ENSG00000173093,71,35,83,27,61,36
ENSG00000175602,91,75,80,73,85,51
ENSG00000110104,3,1,6,3,4,5
ENSG00000119242,65,64,67,50,68,47
ENSG00000108691,2,0,1,0,0,0
ENSG00000277632,0,0,0,1,0,0
ENSG00000275302,0,0,0,0,0,0
ENSG00000145386,105,102,63,13,42,16
ENSG00000134057,145,106,149,33,70,47
ENSG00000100814,92,111,135,32,60,41
ENSG00000157456,97,87,74,31,36,26
ENSG00000147082,0,0,0,0,0,0
ENSG00000110092,39,34,32,18,34,23
ENSG00000118971,0,0,0,0,0,0
ENSG00000166946,149,83,108,105,152,92
ENSG00000105173,3,5,5,7,7,6
ENSG00000175305,37,23,35,9,19,17
ENSG00000162063,17,23,36,12,18,13
ENSG00000113328,542,394,516,373,540,340
ENSG00000163660,57,70,53,40,45,43
ENSG00000221978,954,756,1242,432,707,531
ENSG00000152669,17,8,16,11,16,14
ENSG00000121797,3,3,2,1,1,4
ENSG00000166226,145,175,130,99,128,100
ENSG00000163468,237,184,244,155,200,109
ENSG00000150637,0,0,4,0,0,0
ENSG00000169217,8,17,12,10,8,17
ENSG00000167775,26,14,21,12,25,18
ENSG00000167286,0,0,1,2,0,1
ENSG00000010610,0,0,0,0,0,0
ENSG00000101017,0,0,0,0,0,0
ENSG00000026508,83,67,84,54,58,42
ENSG00000117335,306,369,270,259,360,246
ENSG00000196352,719,514,987,412,776,425
ENSG00000116815,1201,646,1052,571,894,589
ENSG00000110848,0,0,1,0,0,1
ENSG00000019582,1,1,4,0,3,0
ENSG00000153563,6,3,13,3,1,5
ENSG00000123146,31,12,23,7,16,13
ENSG00000158825,0,0,1,0,2,0
ENSG00000164045,4,1,4,0,1,0
ENSG00000101224,621,689,490,395,553,459
ENSG00000176386,215,129,124,130,222,135
ENSG00000099804,53,66,40,33,62,63
ENSG00000158985,37,42,31,21,27,28
ENSG00000096401,399,316,315,259,346,245
ENSG00000094804,27,30,61,20,18,13
ENSG00000170779,12,11,21,5,6,5
ENSG00000146670,5,5,14,0,7,0
ENSG00000134690,8,11,7,3,1,1
ENSG00000039068,441,283,456,249,345,220
ENSG00000062038,32,23,22,22,18,24
ENSG00000179776,0,1,0,1,0,0
ENSG00000103502,217,184,232,168,281,175
ENSG00000170312,249,197,276,52,89,47
ENSG00000008128,112,96,124,80,114,72
ENSG00000248333,118,89,82,71,113,81
ENSG00000155111,108,85,133,73,85,81
ENSG00000123374,45,39,31,18,26,15
ENSG00000135446,1230,1126,1679,741,955,722
ENSG00000164885,54,49,93,50,52,47
ENSG00000176749,10,6,13,5,10,6
ENSG00000105810,306,156,257,154,286,189
ENSG00000124762,14,12,12,13,14,18
ENSG00000111276,413,340,296,224,380,240
ENSG00000129757,3,3,1,4,4,0
ENSG00000245848,48,64,59,41,48,39
ENSG00000221869,10,15,16,13,24,13
ENSG00000115816,672,565,602,406,604,347
ENSG00000115163,3,3,1,0,0,2
ENSG00000125817,329,419,297,257,325,236
ENSG00000117724,33,22,15,10,5,3
ENSG00000203760,58,46,68,11,16,27
ENSG00000166037,7,7,3,3,6,7
ENSG00000100422,0,0,0,0,0,0
ENSG00000198848,0,0,0,0,0,2
ENSG00000153140,173,145,117,107,157,95
ENSG00000000971,0,0,0,0,0,0
ENSG00000172757,1040,985,1179,636,1026,773
ENSG00000003402,74,52,99,41,60,42
ENSG00000135346,1,0,0,0,4,1
ENSG00000163320,104,80,101,91,121,60
ENSG00000100532,31,37,29,19,21,26
ENSG00000128965,25,35,28,19,30,15
ENSG00000131778,215,212,189,102,180,139
ENSG00000111642,680,636,722,357,545,462
ENSG00000149554,63,59,56,19,29,29
ENSG00000183765,4,6,8,2,3,3
ENSG00000085872,73,56,73,32,50,33
ENSG00000064886,0,4,1,0,2,1
ENSG00000109220,45,22,58,17,38,27
ENSG00000130724,365,525,185,428,442,370
ENSG00000083937,102,66,24,81,56,45
ENSG00000254505,1384,1273,882,1029,1332,949
ENSG00000176108,32,24,29,28,30,15
ENSG00000128656,13,9,13,6,4,10
ENSG00000033100,118,94,137,71,119,70
ENSG00000101204,0,0,1,0,0,0
ENSG00000147432,0,0,0,0,0,0
ENSG00000182022,18,20,26,16,19,23
ENSG00000213341,42,30,40,44,43,27
ENSG00000005194,22,9,25,9,14,13
ENSG00000079432,2,3,2,1,0,1
ENSG00000099622,49,66,25,43,32,41
ENSG00000122873,34,44,26,35,51,46
ENSG00000175216,199,208,231,94,142,107
ENSG00000217555,15,21,8,10,19,8
ENSG00000173207,40,18,26,11,14,9
ENSG00000074054,94,87,187,31,60,44
ENSG00000157322,17,16,27,15,21,14
ENSG00000188603,10,15,11,6,9,14
ENSG00000166855,108,151,83,67,97,96
ENSG00000171603,188,150,232,108,202,134
ENSG00000139182,6,6,6,2,7,15
ENSG00000175416,904,820,595,699,984,692
ENSG00000141367,2494,1981,2365,1887,2246,1643
ENSG00000120885,13,24,14,13,20,24
ENSG00000133313,0,0,0,0,0,0
ENSG00000205423,66,54,52,35,64,32
ENSG00000182973,247,255,272,123,200,162
ENSG00000080802,333,222,392,236,335,225
ENSG00000155508,1444,1418,1632,837,1104,935
ENSG00000137161,412,357,275,300,412,285
ENSG00000144619,0,0,0,0,0,0
ENSG00000068120,56,65,43,46,89,46
ENSG00000135775,102,77,84,67,66,63
ENSG00000164597,100,121,136,102,116,71
ENSG00000111799,322,314,328,88,134,98
ENSG00000108821,4,5,5,5,6,2
ENSG00000187498,0,0,0,0,0,0
ENSG00000134871,3,10,8,6,3,9
ENSG00000113163,166,176,197,111,190,141
ENSG00000188153,100,89,82,46,79,72
ENSG00000130635,42,26,47,22,20,29
ENSG00000204262,1,0,0,1,0,1
ENSG00000148444,1128,893,870,732,1014,697
ENSG00000184432,147,103,112,112,119,91
ENSG00000105669,470,389,405,310,429,316
ENSG00000141030,355,181,252,169,270,168
ENSG00000121022,239,187,304,158,171,143
ENSG00000111652,10,9,9,10,2,5
ENSG00000111481,94,69,113,50,76,64
ENSG00000110871,31,38,43,11,23,30
ENSG00000102879,3,2,4,0,5,4
ENSG00000131143,168,198,150,154,142,114
ENSG00000126267,83,81,57,60,121,64
ENSG00000112695,291,346,258,242,332,216
ENSG00000131174,125,145,108,114,177,98
ENSG00000127184,757,501,486,531,842,433
ENSG00000214078,113,79,86,47,72,45
ENSG00000085719,850,958,1119,407,632,519
ENSG00000071894,210,186,211,157,227,161
ENSG00000160917,37,25,35,42,54,21
ENSG00000149532,79,84,58,54,66,61
ENSG00000203710,0,0,1,0,0,0
ENSG00000169372,232,185,189,142,222,166
ENSG00000005339,37,32,65,21,35,27
ENSG00000143162,116,63,133,61,103,88
ENSG00000184164,57,40,58,34,27,14
ENSG00000167193,8,7,19,7,9,4
ENSG00000170275,876,668,740,591,820,523
ENSG00000105662,130,120,79,102,105,107
ENSG00000109846,0,0,0,0,0,0
ENSG00000116791,69,26,24,32,62,36
ENSG00000184371,1,0,1,0,1,0
ENSG00000108342,0,0,1,0,0,0
ENSG00000141551,440,208,405,277,402,254
ENSG00000213923,7,5,0,0,4,4
ENSG00000133275,75,51,47,40,69,46
ENSG00000070770,74,32,53,32,55,34
ENSG00000204435,18,54,26,16,23,22
ENSG00000175315,0,0,0,0,0,0
ENSG00000278289,0,2,0,0,0,0
ENSG00000169551,0,0,0,0,0,0
ENSG00000159692,194,202,243,145,201,147
ENSG00000164932,0,2,2,0,1,1
ENSG00000119326,11,20,16,7,20,13
ENSG00000168036,907,1020,1113,490,757,671
ENSG00000171793,120,100,144,70,82,68
ENSG00000064601,1304,821,1024,1064,1536,1060
ENSG00000117984,1264,1520,1142,811,581,526
ENSG00000100448,0,0,0,0,0,1
ENSG00000103811,54,17,51,42,53,30
ENSG00000135047,280,220,325,167,247,212
ENSG00000085733,89,83,81,51,69,52
ENSG00000112514,570,706,534,521,681,576
ENSG00000111249,0,0,0,0,0,0
ENSG00000107562,50,66,56,19,27,18
ENSG00000081041,16,8,20,12,22,11
ENSG00000154832,12,18,13,8,9,11
ENSG00000008283,202,200,150,131,214,117
ENSG00000140459,0,0,0,0,1,1
ENSG00000140465,118,124,142,98,103,98
ENSG00000140505,0,0,0,1,0,0
ENSG00000003137,3,4,7,3,5,2
ENSG00000135929,1,3,0,2,1,1
ENSG00000197408,2,0,1,1,1,0
ENSG00000165841,2,1,0,0,2,0
ENSG00000138109,0,0,0,0,4,1
ENSG00000130649,5,5,9,3,3,3
ENSG00000155016,2,5,1,1,1,0
ENSG00000036530,3,2,2,0,3,2
ENSG00000186204,6,4,5,0,3,1
ENSG00000186529,0,0,0,0,0,0
ENSG00000108669,1,1,1,2,1,0
ENSG00000129562,824,763,517,725,922,653
ENSG00000196730,5,1,3,4,5,0
ENSG00000117593,180,78,137,74,100,55
ENSG00000204209,434,372,440,241,332,226
ENSG00000205916,0,0,0,0,0,0
ENSG00000123454,0,0,0,0,0,0
ENSG00000143164,13,20,11,9,10,13
ENSG00000156136,27,14,18,13,26,10
ENSG00000011465,0,0,0,0,1,0
ENSG00000172795,188,132,263,118,137,136
ENSG00000129187,505,397,396,394,459,328
ENSG00000204843,0,0,0,0,5,2
ENSG00000104671,323,216,225,205,290,186
ENSG00000109184,185,219,130,159,196,108
ENSG00000077279,0,1,0,0,0,0
ENSG00000134574,82,87,66,32,17,36
ENSG00000175197,768,739,945,395,616,367
ENSG00000168209,5,7,11,3,2,5
ENSG00000204580,89,129,102,77,79,87
ENSG00000198563,154,133,284,79,117,93
ENSG00000215301,899,892,614,658,919,746
ENSG00000198231,9,16,5,17,35,9
ENSG00000145833,22,25,5,24,19,16
ENSG00000213782,30,17,13,13,37,18
ENSG00000111364,193,176,215,105,127,106
ENSG00000023892,1,0,3,1,5,4
ENSG00000180483,0,0,0,0,0,0
ENSG00000171711,1,0,0,1,2,3
ENSG00000124795,499,451,332,305,454,320
ENSG00000035499,54,41,68,16,33,30
ENSG00000023697,111,153,114,68,102,72
ENSG00000175084,0,0,0,0,0,0
ENSG00000160049,7,13,4,4,9,8
ENSG00000169598,60,36,77,44,59,30
ENSG00000183628,82,91,98,58,75,65
ENSG00000117682,64,37,92,27,32,28
ENSG00000100867,112,81,85,48,62,44
ENSG00000100612,260,245,268,198,242,184
ENSG00000204560,36,32,52,21,29,19
ENSG00000130826,49,83,34,52,47,29
ENSG00000150768,395,286,285,193,304,193
ENSG00000091140,3,4,5,0,3,0
ENSG00000132535,40,25,39,15,19,30
ENSG00000126787,141,86,81,18,23,27
ENSG00000135164,19,14,15,9,15,10
ENSG00000104093,85,86,71,58,89,83
ENSG00000086061,132,113,99,105,129,118
ENSG00000069345,103,108,107,59,102,87
ENSG00000103423,31,53,37,26,21,31
ENSG00000090520,630,727,446,387,503,373
ENSG00000164031,347,362,278,259,313,202
ENSG00000135924,0,0,0,2,0,0
ENSG00000105993,556,555,577,279,372,296
ENSG00000007923,40,31,43,26,40,18
ENSG00000102580,517,425,496,295,452,338
ENSG00000106976,17,23,21,11,22,18
ENSG00000087470,228,286,302,120,206,168
ENSG00000130816,2,12,9,1,1,4
ENSG00000119772,36,46,46,18,43,29
ENSG00000067334,132,96,199,64,116,101
ENSG00000167130,116,123,230,49,76,65
ENSG00000204348,21,37,27,28,35,28
ENSG00000117543,55,66,42,44,42,41
ENSG00000000419,1090,1084,938,723,1058,774
ENSG00000136908,25,26,22,17,45,28
ENSG00000177990,8,9,8,2,3,4
ENSG00000175550,57,79,19,31,47,44
ENSG00000184845,1,2,0,1,1,1
ENSG00000149295,0,0,1,1,0,0
ENSG00000151577,0,0,0,0,0,0
ENSG00000046604,68,65,49,34,52,30
ENSG00000149636,16,19,24,8,17,10
ENSG00000129480,207,113,186,129,181,131
ENSG00000169718,11,20,12,12,11,15
ENSG00000120129,163,107,191,102,202,103
ENSG00000144048,200,195,163,176,198,171
ENSG00000112679,53,46,55,38,50,42
ENSG00000108861,415,265,532,324,462,304
ENSG00000120875,157,92,160,99,156,117
ENSG00000139318,1,0,0,0,0,0
ENSG00000004975,87,92,100,40,74,66
ENSG00000088986,90,85,81,84,88,49
ENSG00000165169,557,344,542,259,395,209
ENSG00000143479,26,19,24,4,13,10
ENSG00000101412,0,1,0,0,0,0
ENSG00000007968,0,0,0,1,0,0
ENSG00000145088,39,36,41,19,30,12
ENSG00000117395,687,506,408,426,621,405
ENSG00000147155,136,105,109,120,99,64
ENSG00000122882,171,122,207,88,145,81
ENSG00000104823,6,9,3,10,10,12
ENSG00000249751,0,0,0,0,4,1
ENSG00000134109,102,107,96,58,72,77
ENSG00000107223,1419,1151,759,1063,1520,923
ENSG00000078401,22,24,29,17,29,15
ENSG00000074266,26,16,19,11,17,10
ENSG00000167658,1316,1126,1135,874,1094,723
ENSG00000169242,706,586,962,423,758,510
ENSG00000090776,3,3,1,0,0,2
ENSG00000100842,0,0,0,0,0,0
ENSG00000138798,11,4,15,4,4,9
ENSG00000146648,2,0,0,0,5,0
ENSG00000269858,176,135,198,96,135,108
ENSG00000120738,11,12,14,12,16,6
ENSG00000173812,2867,2108,2989,1750,2389,1476
ENSG00000198692,0,0,0,0,0,0
ENSG00000134001,721,575,803,399,621,353
ENSG00000125977,100,128,58,80,98,82
ENSG00000184110,89,131,128,58,97,85
ENSG00000100353,140,123,107,74,96,78
ENSG00000104408,4195,4346,4854,2318,3558,2371
ENSG00000084623,195,282,209,274,186,166
ENSG00000100129,424,347,602,194,301,230
ENSG00000161960,688,568,753,391,515,385
ENSG00000187840,598,466,561,372,554,302
ENSG00000158417,40,24,45,20,45,19
ENSG00000006744,7,4,10,4,9,3
ENSG00000066044,18,11,30,5,18,7
ENSG00000109381,108,63,66,66,101,69
ENSG00000111145,140,93,135,46,58,62
ENSG00000102890,3,5,8,2,5,2
ENSG00000110675,0,0,0,0,0,0
ENSG00000130165,76,114,74,52,84,55
ENSG00000066322,64,58,60,35,52,43
ENSG00000170522,13,28,28,11,22,13
ENSG00000104412,221,195,112,145,213,131
ENSG00000125746,117,129,107,73,93,95
ENSG00000149499,0,0,0,0,0,0
ENSG00000106991,3,0,6,4,2,0
ENSG00000074800,464,316,506,198,447,339
ENSG00000111674,179,145,212,84,148,76
ENSG00000145293,477,433,451,292,397,297
ENSG00000132199,26,23,17,8,24,13
ENSG00000120533,1556,1402,1062,1130,1450,996
ENSG00000163508,12,4,7,2,2,5
ENSG00000100393,125,85,174,70,105,82
ENSG00000079819,7,2,4,4,8,2
ENSG00000224032,617,670,627,371,583,356
ENSG00000044524,0,0,1,1,0,2
ENSG00000072134,0,2,0,0,1,1
ENSG00000187266,2,3,1,5,1,0
ENSG00000136628,4,4,5,2,3,4
ENSG00000065361,316,234,276,284,313,200
ENSG00000104884,78,48,68,45,59,40
